연월,NO,monaCode,구분,소속,직위,이름,재산구분,본인과의 관계,재산의종류,소재지 면적 등 권리의 명세,종전가액,증가액,증가액실거래가격,감소액,감소액실거래가격,현재가액,변동사유
202503,1,XBT9550Q,1.국회의원,국회,국회의장,우원식,토지,본인,임야,"경기도 양평군 단월면 봉상리 산 102-1번지 18,471.00㎡","46,362",0,,554,,"45,808",가액변동
202503,2,XBT9550Q,1.국회의원,국회,국회의장,우원식,토지,본인,대지,충청남도 당진시 읍내동 1456번지 351.30㎡,"355,164","2,811",,0,,"357,975",가액변동
202503,3,XBT9550Q,1.국회의원,국회,국회의장,우원식,토지,본인,대지,충청남도 당진시 읍내동 1457번지 285.30㎡,"294,144",0,,570,,"293,574",가액변동
202503,4,XBT9550Q,1.국회의원,국회,국회의장,우원식,건물,본인,연립주택,서울특별시 노원구 하계1동 이코아빌 건물 146.69㎡,"350,000",0,,"2,000",,"348,000",가액변동
202503,5,XBT9550Q,1.국회의원,국회,국회의장,우원식,건물,본인,사무실(전세(임차)권),서울특별시 노원구 중계동 유경백화점 건물 0.00㎡ (건물150.83㎡ 감소),"40,000",0,,"40,000",,0,계약만료
202503,6,XBT9550Q,1.국회의원,국회,국회의장,우원식,건물,본인,근린생활시설(전세(임차)권),서울특별시 노원구 공릉동 무궁화빌딩 건물 109.90㎡(건물 109.90㎡ 증가),0,"30,000",,0,,"30,000",신규계약
202503,7,XBT9550Q,1.국회의원,국회,국회의장,우원식,건물,배우자,상가,서울특별시 노원구 중계동 건영아파트상가 대지 259.32㎡건물 370.60㎡,"1,350,136",0,,"17,168",,"1,332,968",가액변동
202503,8,XBT9550Q,1.국회의원,국회,국회의장,우원식,건물,배우자,사무실(전세(임차)권),서울특별시 노원구 중계본동 유경백화점 건물 49.00㎡,"10,000",0,,0,,"10,000",
202503,9,XBT9550Q,1.국회의원,국회,국회의장,우원식,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2016년식 올뉴카니발 R2.2 디젤9인승 프레스티지배기량(2,199cc)","11,250",0,,880,,"10,370",가액변동
202503,10,XBT9550Q,1.국회의원,국회,국회의장,우원식,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2016년식 투싼 TL디젤 1.7 Premium 2WD DCT배기량(1,685cc)","10,100",0,,900,,"9,200",가액변동
202503,11,XBT9550Q,1.국회의원,국회,국회의장,우원식,예금,본인,,"AIA생명보험주식회사 19,256(873 증가), 국민은행 160,783(101,949 증가), 농협은행 9,046(5,975 감소),삼성생명보험 6,126, 스탠다드차타드은행 362","98,726","103,903",,"7,056",,"195,573","급여 저축, 생활비 지출"
202503,12,XBT9550Q,1.국회의원,국회,국회의장,우원식,예금,배우자,,"(주)KB손해보험 19,704(2,273 증가), (주)KEB하나은행 3, AIA생명보험주식회사 21,240(1,052 증가), 국민은행 41,359(20,291 증가), 노란우산 13,600(1,200 증가),신한라이프생명보험 5,000(5,000 증가), 우리은행285(17,174 감소)","88,549","29,816",,"17,174",,"101,191","급여 저축, 생활비 지출"
202503,13,XBT9550Q,1.국회의원,국회,국회의장,우원식,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 47,735(10,351 증가)","37,384","10,351",,0,,"47,735",후원회 기부금 증가
202503,14,XBT9550Q,1.국회의원,국회,국회의장,우원식,채권,배우자,,사인간채권 감소,"20,000",0,,"10,000",,"10,000",일부환수
202503,15,XBT9550Q,1.국회의원,국회,국회의장,우원식,채무,배우자,금융채무,"국민은행 100,000","100,000",0,,0,,"100,000",
202503,16,XBT9550Q,1.국회의원,국회,국회의장,우원식,채무,배우자,건물임대채무,서울특별시 노원구 중계동 건영아파트상가 임대보증금,"60,000",0,,0,,"60,000",
202503,17,XBT9550Q,1.국회의원,국회,국회의장,우원식,고지거부 및 등록제외사항,장남,,고지거부,0,0,,0,,0,독립생계유지
202503,18,K5F2023J,1.국회의원,국회,국회부의장,이학영,토지,본인,전,"전북특별자치도 순창군 풍산면 유정리 447번지 1,841.00㎡","2,817",18,,0,,"2,835",가액변동
202503,19,K5F2023J,1.국회의원,국회,국회부의장,이학영,토지,본인,대지,전라남도 구례군 토지면 내서리 466번지 407.00㎡,"13,065",0,,0,,"13,065",가액변동없음
202503,20,K5F2023J,1.국회의원,국회,국회부의장,이학영,토지,본인,답,"전라남도 광양시 봉강면 지곡리 822번지 3,568.00㎡","153,067","2,854",,0,,"155,921",가액변동
202503,21,K5F2023J,1.국회의원,국회,국회부의장,이학영,토지,본인,대지,전라남도 구례군 토지면 내서리 467번지 271.00㎡,"9,160",0,,0,,"9,160",가액변동없음
202503,22,K5F2023J,1.국회의원,국회,국회부의장,이학영,토지,본인,전,전북특별자치도 순창군 풍산면 유정리 476번지 0.00㎡(0.00㎡ 감소),0,0,,0,0,0,지번 수정
202503,23,K5F2023J,1.국회의원,국회,국회부의장,이학영,토지,본인,대지,전라남도 구례군 토지면 내서리 943-6번지 23.00㎡,777,0,,0,,777,가액변동없음
202503,24,K5F2023J,1.국회의원,국회,국회부의장,이학영,토지,본인,대지,전라남도 구례군 토지면 내서리 968-1번지 108.00㎡,"3,650",0,,0,,"3,650",가액변동없음
202503,25,K5F2023J,1.국회의원,국회,국회부의장,이학영,토지,본인,전,전라북도 순창군 풍산면 유정리 476-1번지 916.00㎡,"5,935",0,,54,,"5,881",가액변동
202503,26,K5F2023J,1.국회의원,국회,국회부의장,이학영,건물,본인,아파트,경기도 군포시 산본동 한양목련아파트 건물 126.00㎡ 중63.00㎡,"211,000",0,,0,,"211,000",가액변동없음
202503,27,K5F2023J,1.국회의원,국회,국회부의장,이학영,건물,본인,사무실(전세(임차)권),경기도 군포시 산본동 제8층 건물 95.23㎡,"10,000",0,,0,,"10,000",변동없음
202503,28,K5F2023J,1.국회의원,국회,국회부의장,이학영,건물,본인,근린생활시설,전라남도 구례군 토지면 내서리 대지 367.00㎡ 건물107.08㎡,"72,262",0,,0,,"72,262",가액변동없음
202503,29,K5F2023J,1.국회의원,국회,국회부의장,이학영,건물,본인,사무실(전세(임차)권),경기도 군포시 산본동 군포상가 건물 95.33㎡ (건물95.33㎡ 증가),0,"10,000",,0,,"10,000",사무실 계약
202503,30,K5F2023J,1.국회의원,국회,국회부의장,이학영,건물,배우자,아파트,경기도 군포시 산본동 한양목련아파트 건물 126.00㎡ 중63.00㎡,"211,000",0,,0,,"211,000",가액변동없음
202503,31,K5F2023J,1.국회의원,국회,국회부의장,이학영,건물,배우자,근린생활시설,경기도 군포시 금정동 명산빌딩 대지 131.04㎡ 중 27.69㎡건물 769.00㎡ 중 131.04㎡,"252,824",0,,0,,"252,824",가액변동없음
202503,32,K5F2023J,1.국회의원,국회,국회부의장,이학영,건물,배우자,근린생활시설,전라남도 구례군 토지면 내서리 건물 52.89㎡,"3,067",0,,0,,"3,067",가액변동없음
202503,33,K5F2023J,1.국회의원,국회,국회부의장,이학영,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,2021년식 넥소FCEV 배기량(0cc),"53,270",0,,"8,400",,"44,870",가액변동
202503,34,K5F2023J,1.국회의원,국회,국회부의장,이학영,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2016년식 모하비 배기량(2,959cc)","16,190",0,,"1,270",,"14,920",가액변동
202503,35,K5F2023J,1.국회의원,국회,국회부의장,이학영,예금,본인,,"DB손해보험(주) 15,429(1,968 증가), 농협은행 11,556(6,216 감소), 농협중앙회 40,000(5,000 감소),상호저축은행중앙회 50,000, 새마을금고중앙회68,895(82,288 감소), 스탠다드차타드은행 24, 신용협동조합중앙회 821(35 증가), 신한은행 38,526(23,854 증가), 현대해상화재보험 235(166 증가)","292,967","188,585",,"256,066",,"225,486",급여저축 및 생활비지출 등
202503,36,K5F2023J,1.국회의원,국회,국회부의장,이학영,예금,배우자,,"DB손해보험(주) 3,513(120 증가), 교보생명보험 143,211,농협손해보험 3,300(1,300 증가), 농협은행 1,006(3 증가), 농협중앙회 20,615(509 증가), 삼성생명보험 11,868, 상호저축은행중앙회 47,000, 새마을금고중앙회143,252(1,767 감소), 신용협동조합중앙회 47,179(12,934감소), 신한은행 3, 현대해상화재보험 3,983(1,390 증가)","436,309","246,112",,"257,491",,"424,930",급여저축 및 생활비지출 등
202503,37,K5F2023J,1.국회의원,국회,국회부의장,이학영,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 134,088(108,726 증가)","25,362","108,726",,0,,"134,088",정치 후원금 증가
202503,38,K5F2023J,1.국회의원,국회,국회부의장,이학영,채무,본인,,사인간채무,"35,000",0,,0,,"35,000",변동없음
202503,39,K5F2023J,1.국회의원,국회,국회부의장,이학영,채무,본인,금융채무,"농협은행 50,000(50,000 증가)",0,"50,000",,0,,"50,000",사무실 보증금 등
202503,40,K5F2023J,1.국회의원,국회,국회부의장,이학영,채무,배우자,금융채무,"신용협동조합중앙회 0(5,000 감소)","5,000",0,,"5,000",,0,상환
202503,41,K5F2023J,1.국회의원,국회,국회부의장,이학영,채무,배우자,건물임대채무,경기도 군포시 금정동 명산빌딩 임대보증금,"20,000",0,,0,,"20,000",가액변동
202503,42,8SV6917G,1.국회의원,국회,국회부의장,주호영,토지,본인,대지,경상북도 울진군 울진읍 읍남리 851번지 294.00㎡(294.00㎡ 증가),0,"7,027",,0,,"7,027",상속
202503,43,8SV6917G,1.국회의원,국회,국회부의장,주호영,토지,본인,대지,경상북도 울진군 울진읍 읍남리 852번지 582.00㎡(582.00㎡ 증가),0,"13,386",,0,,"13,386",상속
202503,44,8SV6917G,1.국회의원,국회,국회부의장,주호영,토지,본인,전,경상북도 울진군 울진읍 읍남리 861-1번지 436.00㎡(436.00㎡ 증가),0,"5,145",,0,,"5,145",상속
202503,45,8SV6917G,1.국회의원,국회,국회부의장,주호영,건물,본인,아파트,서울특별시 서초구 반포동 반포아파트 건물 140.33㎡ 중93.55㎡,"2,275,848",0,,0,,"2,275,848",변동없음(재건축중)
202503,46,8SV6917G,1.국회의원,국회,국회부의장,주호영,건물,본인,아파트(전세(임차)권),대구광역시 수성구 노변동 수성 월드메르디앙 건물84.80㎡,"367,500",0,,"97,500",,"270,000",전세보증금 감소
202503,47,8SV6917G,1.국회의원,국회,국회부의장,주호영,건물,본인,단독주택,"경상북도 울진군 울진읍 읍내리 대지 207.00㎡ 건물93.96㎡ (대지 207.00㎡ 증가, 건물 93.96㎡ 증가)",0,"16,509",,0,,"16,509",상속
202503,48,8SV6917G,1.국회의원,국회,국회부의장,주호영,건물,본인,사무실(전세(임 차)권),"대구광역시 수성구 만촌동 2층 대지 646.00㎡ 건물273.15㎡ (대지 646.00㎡ 증가, 건물 273.15㎡ 증가)",0,"50,000",,0,,"50,000",(정치자금)지역사무실임대보증금
202503,49,8SV6917G,1.국회의원,국회,국회부의장,주호영,건물,배우자,아파트,서울특별시 서초구 반포동 반포아파트 건물 140.33㎡ 중46.78㎡,"1,138,076",0,,0,,"1,138,076",변동없음(재건축중)
202503,50,8SV6917G,1.국회의원,국회,국회부의장,주호영,건물,배우자,아파트(전세(임 차)권),서울특별시 용산구 한강로1가 대우월드마크용산 건물 114.68㎡,"900,000",0,,0,,"900,000",변동없음
202503,51,8SV6917G,1.국회의원,국회,국회부의장,주호영,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2023년식 g80 배기량(2,500cc)","58,410",0,,"9,810",,"48,600",가액변동
202503,52,8SV6917G,1.국회의원,국회,국회부의장,주호영,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2019년식 카니발 배기량(3,500cc) 증가",0,"13,505","13,505",0,,"13,505",(정치자금) 지역차량
202503,53,8SV6917G,1.국회의원,국회,국회부의장,주호영,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2023년식 g80 배기량(2,500cc)",590,0,,100,,490,가액변동
202503,54,8SV6917G,1.국회의원,국회,국회부의장,주호영,현금,본인,,현금 감소,"30,000",0,,"8,000",,"22,000",지출
202503,55,8SV6917G,1.국회의원,국회,국회부의장,주호영,예금,본인,,"(주)KEB하나은행 4,791, NH투자증권 3, 국민은행11,573(222 증가), 농협은행 57,210(39,979 증가),미래에셋증권 20, 삼성생명보험 91,974, 새마을금고중앙회 8,104(257 증가), 스탠다드차타드은행 356, 신용협동조합중앙회 2,646(73 증가), 신한은행 543(3 증가)","136,686","40,534",,0,,"177,220",예금증가
202503,56,8SV6917G,1.국회의원,국회,국회부의장,주호영,예금,배우자,,"AIA생명보험주식회사 7,560(4,837 증가), 농협은행 64,미래에셋증권 5, 삼성생명보험 15,030, 신한은행158,839(49,317 증가), 우리은행 100, 하나증권 10","127,454","104,154",,"50,000",,"181,608",예금증가
202503,57,8SV6917G,1.국회의원,국회,국회부의장,주호영,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"아이엠뱅크 12,437(10,447 증가)","1,990","10,447",,0,,"12,437",정치자금잔액증가
202503,58,8SV6917G,1.국회의원,국회,국회부의장,주호영,채무,배우자,,사인간채무 감소,"300,000",0,,"100,000",,"200,000",반환전세금으로 일부변제
202503,59,8SV6917G,1.국회의원,국회,국회부의장,주호영,채무,배우자,금융채무,"농협은행 730,000","730,000",0,,0,,"730,000",변동없음
202503,60,8SV6917G,1.국회의원,국회,국회부의장,주호영,고지거부 및 등록제외사항,모,,고지거부,0,0,,0,,0,독립생계유지
202503,61,8SV6917G,1.국회의원,국회,국회부의장,주호영,고지거부 및 등록제외사항,장남,,고지거부,0,0,,0,,0,독립생계유지
202503,62,8SV6917G,1.국회의원,국회,국회부의장,주호영,고지거부 및 등록제외사항,차남,,고지거부,0,0,,0,,0,독립생계유지
202503,63,T2T8225E,1.국회의원,국회,국회의원,강경숙,건물,본인,복합건물(주택+상가),서울특별시 은평구 녹번동 대지 136.00㎡ 중 21.76㎡ 건물318.66㎡ 중 50.98㎡,"139,524",0,,0,,"139,524",
202503,64,T2T8225E,1.국회의원,국회,국회의원,강경숙,건물,본인,아파트(전세(임차)권),서울특별시 은평구 응암동 녹번역e편한세상캐슬 건물0.00㎡ (건물 84.97㎡ 감소),"535,000",0,,"535,000",,0,신규 전세
202503,65,T2T8225E,1.국회의원,국회,국회의원,강경숙,건물,본인,아파트(전세(임차)권),서울특별시 은평구 응암동 녹번역e편한세상캐슬 건물84.97㎡ (건물 84.97㎡ 증가),0,"730,000",,0,,"730,000",계약만료
202503,66,T2T8225E,1.국회의원,국회,국회의원,강경숙,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2008년식 sm 배기량(1,596cc)","1,700",0,,0,,"1,700",
202503,67,T2T8225E,1.국회의원,국회,국회의원,강경숙,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2016년식 쏘나타 배기량(1,999cc)","6,330",0,,0,,"6,330",
202503,68,T2T8225E,1.국회의원,국회,국회의원,강경숙,예금,본인,,"(주)KB손해보험 29,277(1,747 증가), (주)KEB하나은행 1,(주)카카오페이증권 101(115 감소), 국민은행 1,745(786 증가), 농협은행 5,552(5,535 증가), 새마을금고중앙회 0(3,443 감소), 에이비엘생명보험 6,528, 우리은행2,009(2,009 증가), 한국교직원공제회 117,000(453감소), 한화생명보험주식회사 9,620, 한화손해보험 41,335(1,733 증가)","205,369","11,810",,"4,011",,"213,168",급여저축 및 투자상품 변경 등
202503,69,T2T8225E,1.국회의원,국회,국회의원,강경숙,예금,배우자,,"(주)KB손해보험 12,682(764 증가), DB금융투자 61,846(14,261 감소), DB손해보험(주) 1,044(326 증가),농협은행 6,000, 미래에셋증권 93,831(92,662 증가),삼성생명보험 21,463, 상호저축은행중앙회 50,000,새마을금고중앙회 10,552(717 증가), 신한은행 0(247 감소), 한국투자증권 131,526(9,724 감소)","318,707","104,980",,"34,743",,"388,944",급여저축 및 투자상품 변경 등
202503,70,T2T8225E,1.국회의원,국회,국회의원,강경숙,예금,모,,"MG손해보험(주) 9,450(315 증가), 농협은행 195, 새마을금고중앙회 10(1 증가), 에이비엘생명보험 7,843(2,191 감소), 우리은행 29,082(25,697 증가),한화손해보험 4,000(350 증가)","26,408","26,363",,"2,191",,"50,580",급여저축 및 투자상품 변경 등
202503,71,T2T8225E,1.국회의원,국회,국회의원,강경숙,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 38,956(38,956 증가)",0,"38,956",,0,,"38,956",정치자금 추가
202503,72,T2T8225E,1.국회의원,국회,국회의원,강경숙,증권,본인,비상장주식,"주식회사 엠디헬스케어 1,000주, 주식회사한국교육평가진흥원 4,500주","5,000",0,,0,,"5,000",투자상품 변경
202503,73,T2T8225E,1.국회의원,국회,국회의원,강경숙,증권,배우자,상장주식,"리비안오토모티브 0주(25주 감소), 엔비디아0.05242주(0.047178주 증가), 주성코퍼레이션 531주","2,552",3,,368,,"2,187",투자상품 변경
202503,74,T2T8225E,1.국회의원,국회,국회의원,강경숙,증권,배우자,국채,국고01500-5003(20-2) 0주,"14,336",0,,0,,"14,336",투자상품 변경
202503,75,T2T8225E,1.국회의원,국회,국회의원,강경숙,증권,배우자,회사채,푸본현대생명보험14(후) 0주,"73,493",0,,"73,493",,0,투자상품 변경
202503,76,T2T8225E,1.국회의원,국회,국회의원,강경숙,증권,배우자,기타(채권),"제이와이제일차20241218-62-1(단) 281,829,264주(281,829,264주 증가),마인드스탠스20240415-91-1(단) 0주, 환매체 0주","400,000","281,037",,"400,000",,"281,037",투자상품 변경
202503,77,T2T8225E,1.국회의원,국회,국회의원,강경숙,채권,본인,,사인간채권,"550,000",0,,0,,"550,000",
202503,78,T2T8225E,1.국회의원,국회,국회의원,강경숙,채무,본인,금융채무,"신한은행 5,825(899 증가)","4,926",899,,0,,"5,825",마이너스통장
202503,79,L2I9861C,1.국회의원,국회,국회의원,강대식,건물,본인,오피스텔(전세(임차)권),"서울특별시 강서구 가양동 가양글로벌퍼스트 대지 28.12㎡건물 2,630.30㎡","10,000",0,,0,,"10,000",변동없음
202503,80,L2I9861C,1.국회의원,국회,국회의원,강대식,건물,본인,사무실(전세(임차)권),대구광역시 동구 용계동 테바빌딩 3층 건물 247.56㎡,"30,000",0,,0,,"30,000",변동없음
202503,81,L2I9861C,1.국회의원,국회,국회의원,강대식,건물,본인,아파트(전세(임차)권),대구광역시 동구 신서동 신서 풍경마을 건물 0.00㎡ (건물72.74㎡ 감소),"115,000",0,,"115,000",,0,전세권 상실
202503,82,L2I9861C,1.국회의원,국회,국회의원,강대식,건물,본인,아파트,대구광역시 동구 신서동 신서화성파크드림 건물 84.87㎡(건물 84.87㎡ 증가),0,"265,000","265,000",0,,"265,000",매입
202503,83,L2I9861C,1.국회의원,국회,국회의원,강대식,건물,본인,사무실(전세(임차)권),대구광역시 군위군 군위읍 서부리 2층 건물 92.00㎡ (건물92.00㎡ 증가),0,"10,000",,0,,"10,000",사무실 임차
202503,84,L2I9861C,1.국회의원,국회,국회의원,강대식,건물,배우자,아파트,대구광역시 동구 신서동 신서 풍경마을 건물 72.74㎡ (건물72.74㎡ 증가),0,"142,000","142,000",0,,"142,000",매입
202503,85,L2I9861C,1.국회의원,국회,국회의원,강대식,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2019년식 베뉴 배기량(1,598cc) 증가",0,"1,126","1,126",0,,"1,126",매입
202503,86,L2I9861C,1.국회의원,국회,국회의원,강대식,예금,본인,,"농협은행 159,972(159,880 증가), 롯데손해보험 27,234(2,910 증가), 산림조합중앙회 14(1 증가),새마을금고중앙회 39, 신한은행 78(1 증가), 아이엠뱅크92,826(217,776 감소), 우체국 9,000(9,000 증가),주식회사 카카오뱅크 10","335,157","172,889",,"218,873",,"289,173","혼인으로 인한 배우자추가예금 및 급여, 생활비"
202503,87,L2I9861C,1.국회의원,국회,국회의원,강대식,예금,배우자,,"우리은행 61,012(61,012 증가), 우체국 7,711(7,711증가), 현대해상화재보험 2,247(2,247 증가)",0,"70,970",,0,,"70,970","혼인으로 인한 배우자추가예금 및 급여, 생활비"
202503,88,L2I9861C,1.국회의원,국회,국회의원,강대식,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 172,894(10,176 증가)","162,718","10,176",,0,,"172,894",정치자금
202503,89,L2I9861C,1.국회의원,국회,국회의원,강대식,채권,본인,,사인간채권,"30,000",0,,0,,"30,000",변동없음
202503,90,L2I9861C,1.국회의원,국회,국회의원,강대식,채무,배우자,건물임대채무,대구광역시 동구 신서동 신서 풍경마을 임대보증금 증가,0,"110,000",,0,,"110,000",배우자 부동산 전세임대
202503,91,8P37634C,1.국회의원,국회,국회의원,강득구,건물,본인,사무실(전세(임차)권),경기도 안양시 만안구 안양동 PROJECT 240 TOWER 건물104.65㎡,"10,000",0,,0,,"10,000",변동없음
202503,92,8P37634C,1.국회의원,국회,국회의원,강득구,건물,배우자,아파트,경기도 안양시만안구 만안구 석수동 코오롱하늘채 건물117.61㎡,"395,000",0,,"3,000",,"392,000",가액변동
202503,93,8P37634C,1.국회의원,국회,국회의원,강득구,건물,장녀,다세대주택(전세(임차)권),서울특별시 용산구 용문동 정원프라임빌 건물 44.70㎡,"143,000",0,,0,,"143,000",변동없음
202503,94,8P37634C,1.국회의원,국회,국회의원,강득구,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2022년식 셀토스 1.6터보 배기량(1,600cc)","24,450",0,,"2,650",,"21,800",가액변동
202503,95,8P37634C,1.국회의원,국회,국회의원,강득구,예금,본인,,"DB손해보험(주) 78,750(4,200 증가), 국민은행 3, 농협은행 2,189(692 증가), 새마을금고중앙회 12,169(8,987 증가), 새마을금고중앙회 공제사업부0(9,293 감소), 신한은행 13,854(13,800 증가), 우리은행41","88,620","28,247",,"9,861",,"107,006",급여수입
202503,96,8P37634C,1.국회의원,국회,국회의원,강득구,예금,배우자,,"DB생명보험(주) 11,200(1,200 증가), DB손해보험(주) 13,047(1,711 증가), 농협손해보험 7,495(1,078 증가),농협중앙회 50,001(50,001 증가), 동양생명보험 20,000,메리츠화재해상보험(보험) 11,092(1,530 증가),미래에셋생명보험 6,864, 삼성생명보험 153,348(12,360 감소), 새마을금고중앙회 81,879(50,042 증가), 신한라이프생명보험 0(72,000 감소), 신한은행 37,513(22,942 증가), 에이비엘생명보험 10,000,우리은행 11,132(821 감소), 우체국 10,176, 하나손해보험(주) 41,500(6,000 증가), 한국교직원공제회 294,290(23,975 증가), 한화생명보험주식회사 6,948","693,187","165,545",,"92,247",,"766,485",급여수입
202503,97,8P37634C,1.국회의원,국회,국회의원,강득구,예금,장남,,"(주)KEB하나은행 2, 국민은행 906(78 증가), 농협중앙회0(13 감소)",843,78,,13,,908,급여수입
202503,98,8P37634C,1.국회의원,국회,국회의원,강득구,예금,장녀,,"(주)KEB하나은행 844(40 증가), 경남은행 3(3 증가),국민은행 8(3 증가), 농협중앙회 2, 신한은행11,963(11,100 증가), 우리은행 3, 주식회사 카카오뱅크9(9 증가)","1,677","11,155",,0,,"12,832",급여수입
202503,99,8P37634C,1.국회의원,국회,국회의원,강득구,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 17,338(22,242 감소)","39,580",0,,"22,242",,"17,338",의정활동
202503,100,8P37634C,1.국회의원,국회,국회의원,강득구,채무,장남,금융채무,"주식회사 카카오뱅크 0(2,969 감소)","2,969",0,,"2,969",,0,전액상환
202503,101,8P37634C,1.국회의원,국회,국회의원,강득구,채무,장녀,금융채무,"경남은행 7,000(7,000 증가), 신한은행 100,000(3,000감소)","103,000","7,000",,"3,000",,"107,000",생활자금
202503,102,8P37634C,1.국회의원,국회,국회의원,강득구,고지거부 및 등록제외사항,모,,고지거부,0,0,,0,,0,타인부양
202503,103,9901388T,1.국회의원,국회,국회의원,강명구,토지,본인,임야,경상북도 상주시 공성면 산현리 산 26-3번지 0.00㎡(165.00㎡ 감소),267,0,,267,"2,219",0,공성도로 개량공사로 인한 손실보상(소유권 상실)
202503,104,9901388T,1.국회의원,국회,국회의원,강명구,토지,본인,임야,"경상북도 상주시 공성면 산현리 산 26번지 4,886.00㎡","20,000",0,,0,,"20,000",
202503,105,9901388T,1.국회의원,국회,국회의원,강명구,토지,배우자,도로,서울특별시 종로구 평창동 495-15번지 0.00㎡ (23.00㎡감소),"23,050",0,,"23,050","40,000",0,소유권 상실
202503,106,9901388T,1.국회의원,국회,국회의원,강명구,건물,본인,아파트(전세(임차)권),경상북도 구미시 산동읍 인덕리 중흥에스-클래스에코시티건물 99.23㎡,"100,000",0,,0,,"100,000",
202503,107,9901388T,1.국회의원,국회,국회의원,강명구,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2018년식 카니발 배기량(2,199cc)","11,750",0,,720,,"11,030",가액변동
202503,108,9901388T,1.국회의원,국회,국회의원,강명구,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,2016년식 모닝 배기량(998cc) 감소,"3,720",0,,"3,720",,0,"매도, 소유권 상실"
202503,109,9901388T,1.국회의원,국회,국회의원,강명구,예금,본인,,"(주)KEB하나은행 13,191(350 증가), (주)카카오페이증권 164(988 감소), 국민은행 1,543(277 증가), 농협은행958(168 증가), 농협중앙회 33, 메리츠종금증권 641(2 증가), 미래에셋증권 27,214(1,567 증가), 신용협동조합중앙회 1,283, 우리은행 2,510, 우체국6,300, 한화생명보험주식회사 16,800(1,400 증가),현대해상화재보험 12,085(576 증가)","79,370","6,142",,"2,790",,"82,722",채무변제 및 생활비 등으로 인한 변동
202503,110,9901388T,1.국회의원,국회,국회의원,강명구,예금,배우자,,"국민은행 8,676(635 증가), 농협은행 5,848(5,346 증가),메리츠화재해상보험(보험) 2,844(192 증가), 메트라이프생명보험 2,916(155 증가), 삼성생명보험 10,257(102 증가), 신용협동조합중앙회 63, 신한은행0(2,763 감소), 우리은행 0(100,225 감소),한화생명보험주식회사 4,420(373 증가),현대해상화재보험 7,066(455 증가)","137,820","7,258",,"102,988",,"42,090",채무변제 및 생활비 등으로 인한 변동
202503,111,9901388T,1.국회의원,국회,국회의원,강명구,예금,장녀,,"농협중앙회 4,220(1,200 증가)","3,020","1,200",,0,,"4,220",채무변제 및 생활비 등으로 인한 변동
202503,112,9901388T,1.국회의원,국회,국회의원,강명구,예금,차녀,,"농협중앙회 4,911(516 증가)","4,395",516,,0,,"4,911",채무변제 및 생활비 등으로 인한 변동
202503,113,9901388T,1.국회의원,국회,국회의원,강명구,예금,삼녀,,"농협은행 6,423(1,204 증가)","5,219","1,204",,0,,"6,423",채무변제 및 생활비 등으로 인한 변동
202503,114,9901388T,1.국회의원,국회,국회의원,강명구,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 4,155(4,155 증가)",0,"4,155",,0,,"4,155",국회의원 정치자금 예금계좌 개설
202503,115,9901388T,1.국회의원,국회,국회의원,강명구,증권,본인,상장주식,"캡티비전 3,022주","20,127",0,,"16,990",,"3,137",가액변동
202503,116,9901388T,1.국회의원,국회,국회의원,강명구,채권,본인,,사인간채권 감소,"85,000",0,,"85,000",,0,"선거법 상 회수 불가능 판단하여 삭제, 전액 미환수"
202503,117,9901388T,1.국회의원,국회,국회의원,강명구,채무,본인,금융채무,"우리은행 32,609(71,005 감소)","103,614",0,,"71,005",,"32,609",
