연월,NO,monaCode,구분,소속,직위,이름,재산구분,본인과의 관계,재산의종류,소재지 면적 등 권리의 명세,종전가액,증가액,증가액실거래가격,감소액,감소액실거래가격,현재가액,변동사유
202503,538,X7I4680R,1.국회의원,국회,국회의원,김기현,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"경남은행 7,704(16,575 감소)","24,279",0,,"16,575",,"7,704",정치자금 지출
202503,539,X7I4680R,1.국회의원,국회,국회의원,김기현,증권,삼녀,상장주식,"Alphabet Class A 4.4121주(4.4121주 증가), CRISPR 15.2319주(15.2319주 증가), Intuitive Surgical 13.4107주(13.4107주 증가), Nu 472.5071주(472.5071주증가), Tawan Semiconductor Manufacturing 8.3679주(8.3679주 증가), Waste Management15.4179주(15.4179주 증가)",0,"26,594",,0,,"26,594",신규추가
202503,540,X7I4680R,1.국회의원,국회,국회의원,김기현,채권,본인,,사인간채권 감소,"235,000","30,000",,"80,000",,"185,000",일부환수
202503,541,X7I4680R,1.국회의원,국회,국회의원,김기현,채무,본인,금융채무,"경남은행 965,109(92,085 감소)","1,057,194","52,693",,"144,778",,"965,109",급여 등으로 상환
202503,542,X7I4680R,1.국회의원,국회,국회의원,김기현,채무,본인,건물임대채무,울산광역시 남구 삼산동 임대보증금,"130,000",0,,0,,"130,000",변동없음
202503,543,X7I4680R,1.국회의원,국회,국회의원,김기현,채무,본인,건물임대채무,울산광역시 동구 일산동 임대보증금,"70,000",0,,0,,"70,000",변동없음
202503,544,X7I4680R,1.국회의원,국회,국회의원,김기현,채무,본인,건물임대채무,울산광역시 남구 달동 임대보증금,"25,557",0,,0,,"25,557",변동없음
202503,545,X7I4680R,1.국회의원,국회,국회의원,김기현,채무,배우자,건물임대채무,울산광역시 남구 달동 임대보증금,"4,443",0,,0,,"4,443",변동없음
202503,546,X7I4680R,1.국회의원,국회,국회의원,김기현,회원권,본인,콘도미니엄,무주덕유산리조트,"22,860",0,,0,,"22,860",변동없음
202503,547,X7I4680R,1.국회의원,국회,국회의원,김기현,고지거부 및 등록제외사항,장남,,고지거부,0,0,,0,,0,독립생계유지
202503,548,IUX1829H,1.국회의원,국회,국회의원,김남근,토지,배우자,답,"전북특별자치도 익산시 월성동 201-1번지 3,388.00㎡ 중726.00㎡","15,899",0,,0,,"15,899",
202503,549,IUX1829H,1.국회의원,국회,국회의원,김남근,건물,본인,아파트(전세(임차)권),서울특별시 중구 신당동 청구 e편한세상 건물 0.00㎡ (건물118.31㎡ 감소),"1,000,000",0,,"1,000,000",,0,계약만료
202503,550,IUX1829H,1.국회의원,국회,국회의원,김남근,건물,본인,근린생활시설(전세(임차)권),서울특별시 성북구 하월곡동 건물 121.91㎡,"10,000",0,,0,,"10,000",
202503,551,IUX1829H,1.국회의원,국회,국회의원,김남근,건물,본인,아파트(전세(임차)권),서울특별시 성북구 길음동 래미안길음센터피스 건물84.66㎡,"790,000",0,,0,,"790,000",
202503,552,IUX1829H,1.국회의원,국회,국회의원,김남근,건물,장녀,오피스텔(전세(임차)권),서울특별시 성북구 삼선동4가 성신다빈치 건물 17.72㎡(건물 17.72㎡ 증가),0,"50,000",,0,,"50,000",
202503,553,IUX1829H,1.국회의원,국회,국회의원,김남근,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2008년식 쏘나타 배기량(2,000cc)","2,210",0,,0,,"2,210",
202503,554,IUX1829H,1.국회의원,국회,국회의원,김남근,예금,본인,,"AIA생명보험주식회사 300,766, NH투자증권666,186(488,068 증가), 농협손해보험 5,871(734 증가),농협은행 8,025(7,889 증가), 메리츠화재해상보험(보험) 4,868(694 증가), 미래에셋증권 568,056(458,808 증가),삼성증권 123,154(16,273 증가),슈미트밸류업개인투자조합 150,000, 신한은행17,233(5,581 감소), 우리은행 900(409 감소), 유안타증권140,258(4,744 증가), 한국투자증권 65,369(7,962 증가)","1,071,504","996,293",,"17,111",,"2,050,686","퇴직금 및 급여, 반환 전세금 등"
202503,555,IUX1829H,1.국회의원,국회,국회의원,김남근,예금,배우자,,"(주)KB손해보험 250(70 증가), KB증권 6,319(747 증가), NH투자증권 143,469(82,993 증가), 농협손해보험 1,269(296 증가), 대신증권 0(328 감소), 롯데손해보험6,952(760 증가), 미래에셋증권 321,154(234,756 증가),삼성증권 145,491(108,405 증가), 삼성화재해상보험 350(70 증가), 신한은행 11,252(1,252 증가),신한투자증권 0(48,755 감소), 우리은행 0(110 감소), 우리투자증권 0(7 감소), 주식회사 카카오뱅크 0(57 감소), 키움증권 0(5 감소), 토스뱅크(주) 0(5 감소), 한국산업은행 11,380(9,771 증가), 한국투자증권 236,809(30,431 감소), 한화생명보험주식회사26,912(1,031 증가), 한화손해보험 11,941(871 증가)","562,224","474,033",,"112,709",,"923,548","퇴직금 및 급여, 반환 전세금 등"
202503,556,IUX1829H,1.국회의원,국회,국회의원,김남근,예금,장남,,"(주)KEB하나은행 0(3,400 감소), NH투자증권 62,225(19,163 증가), 국민은행 45, 농협손해보험1,430(767 증가), 동양생명보험 10,000, 롯데손해보험157(74 증가), 신한은행 2,500(5,862 감소), 주식회사 아이엠라이프생명보험 8,301(1,415 증가), 한화손해보험 1,459(140 증가)","73,820","22,295",,"9,998",,"86,117","퇴직금 및 급여, 반환 전세금 등"
202503,557,IUX1829H,1.국회의원,국회,국회의원,김남근,예금,장녀,,"NH투자증권 5,946(25,335 감소), 동양생명보험 10,000, 메리츠화재해상보험(보험) 3,570(514 증가), 신한은행 15,393(593 증가), 신한투자증권 1,614(763 증가), 주식회사 아이엠라이프생명보험 8,597(1,412 증가)","67,173","3,809",,"25,862",,"45,120","퇴직금 및 급여, 반환 전세금 등"
202503,558,IUX1829H,1.국회의원,국회,국회의원,김남근,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 52,273(24,364 증가)","27,909","24,364",,0,,"52,273","후원금, 보전비용"
202503,559,IUX1829H,1.국회의원,국회,국회의원,김남근,증권,본인,상장주식,"DB금융스팩12호 9,369주(9,369주 증가), IBKS제22호스팩 0주(6,000주 감소), KB제26호스팩 7,779주, KB제29호스팩10,000주(10,000주 증가), KB제31호스팩 4,620주(4,620주증가), 교보16호스팩 3,824주(3,824주 증가), 교보17호스팩 5,000주(5,000주 증가), 디비금융제13호스팩 3,236주(3,236주 증가), 미래에셋비전스팩3호 0주(1,009주 감소), 비엔케이제2호스팩 0주(4주 감소), 신한제12호스팩 0주(10,855주 감소), 신한제13호스팩 4,592주(4,592주 증가), 신한제14호스팩 5,837주(5,837주 증가), 에이치엠씨제7호스팩 12,000주(12,000주 증가), 엔에이치스팩23호 0주(12,309주 감소), 엔에이치스팩24호 0주(9,054주 감소), 엔에이치스팩26호 0주(1,000주 감소), 엔에이치스팩29호 0주(581주 감소), 엔에이치스팩31호 13,000주(13,000주 증가), 유안타제11호스팩 0주(6,000주 감소), 유안타제12호스팩 3,600주, 유안타제13호스팩 0주(1,258주 감소), 유안타제14호스팩 0주(1,288주 감소), 유안타제15호스팩 2,393주(2,386주 증가), 유안타제16호스팩5,000주(5,000주 증가), 유안타제9호스팩 0주(11,119주 감소), 키움제11호스팩 1,204주(1,204주 증가), 키움제7호스팩 940주(665주 감소), 키움제8호스팩 13,000주(9,446주 증가), 하나26호스팩 0주(5,002주 감소), 하나34호스팩 1,089주(1,089주 증가), 하나금융21호스팩 0주(9,534주 감소), 하나금융24호스팩 0주(5,212주 감소), 하이제8호스팩 11,000주(3,810주 증가), 한국제11호스팩 0주(112주 감소), 한국제13호스팩 0주(1,491주 감소), 한화플러스제4호스팩 0주(5,943주감소)","244,048","187,084",,"195,174",,"235,958",매매 및 평가액변동
202503,560,IUX1829H,1.국회의원,국회,국회의원,김남근,증권,배우자,상장주식,"DB금융스팩12호 7,624주(7,624주 증가), ESR켄달스퀘어리츠 419주(419주 증가), HD한국조선해양 11주(11주 증가), JPMORGANETFTRUSTEQUITYPREMIUMINCE0주(73주 감소), KB제30호스팩 11,812주(11,812주 증가), NAVER 20주(20주 증가), SCHWABUSDIVIDENDEQUITYETF0주(215주 감소), [000858]오량액 0주(87주 감소), [000938]즈광 0주(400주 감소), [000988]화공과기 0주(500주 감소), [002050]삼화 0주(84주 감소), [002085]완펑오토휠 400주(400주 증가), [002230]신비정보 219주(19주 증가), [002281]광신과기 200주(200주 증가), [002415]하이크비전 106주(474주 감소), [002460]강봉리튬그룹 0주(149주 감소), [002466]천제리튬 200주(200주 증가), [002475]입신정밀 0주(95주 감소), [002594]비야디 116주(4주 감소), [002920]더사이시웨이 0주(163주 감소), [600009]상해국제공항 0주(55주 감소), [600030]중신증권 0주(200주 감소), [600276]항서제약 129주(21주 감소), [600584]강소장전테크놀로지 200주(51주 증가), [600941]차이나모바일 0주(27주 감소), [601100]항립유항 0주(79주 감소), [601138]폭스콘산업인터넷 700주(585주 증가), [601225]산시석탄 0주(165주 감소), [601288]농업은행 0주(400주 감소), [601318]중국평안보험그룹 0주(913주 감소), [601600]중국알루미늄 0주(500주 감소), [601857]페트로차이나 0주(400주 감소), [601899]자금광업 0주(200주 감소), [603019]중과서광 0주(200주 감소), [603087]간리제약 0주(73주 감소), [603288]해천미업 300주(300주 증가), [603501]웨이얼반도체 100주(100주 증가), [603605]프로야화장품 181주(181주 증가), [603659]푸타이라이신에너지 0주(208주 감소), [603799]화우코발트 300주(300주증가), [603986]기가디바이스 0주(78주 감소),교보17호스팩 873주(873주 증가), 대신밸런스제19호스팩 2,000주(2,000주 증가), 디비금융제13호스팩 5주(5주 증가), 마블테크놀로지그룹 0주(22주 감소), 맥쿼리인프라 187주(26주 증가), 메이투안디앤핑 30주, 미래에셋비전스팩7호 15,000주(15,000주 증가), 반에크JP모건신흥국현지통화국채ETF 0주(91주 감소), 백광산업 0주(2,000주 감소), 뱅가드미국주식인덱스ETF 0주(23주 감소), 뱅가드선진국주식인덱스ETF 0주(108주 감소), 뱅가드신흥국주식인덱스ETF 0주(113주 감소), 뱅가드장기회사채인덱스ETF 0주(60주 감소), 뱅가드초장기채권ETF 0주(113주 감소), 삼성SDI 0주(4주 감소), 삼성전자 40주(1,764주 감소), 신한알파리츠 0주(309주 감소), 신한제11호스팩 12,000주(12,000주 증가), 신한제13호스팩 7,100주(7,100주 증가), 신한제15호스팩 13,000주(13,000주 증가), 아마존닷컴 8주(8주 증가), 아이셰어즈금ETF 0주(55주 감소), 애플7주(7주 증가), 에스앤에스텍 0주(600주 감소), 에스케이증권제8호스팩 10,205주(10,205주 증가), 에이치엠씨제6호스팩 10,391주(10,391주 증가), 에이치엠씨제7호스팩 2,646주(2,646주 증가), 엔에이치스팩26호 10,000주(10,000주 증가), 엔에이치스팩30호 10,426주(10,426주 증가), 오상헬스케어 0주(1주 감소), 유진스팩11호 13,000주(13,000주 증가), 이엔에프테크놀로지0주(1,200주 감소), 인베스코원자재파생ETF 0주(311주 감소), 인텔 0주(79주 감소), 인텔리아테라퓨틱스 0주(26주 감소), 제이알글로벌리츠 0주(500주 감소), 징둥그룹 14주, 코람코라이프인프라리츠 508주(508주 증가), 태웅 0주(2,200주 감소), 테슬라 0주(43주 감소), 텐센트 0주(300주 감소), 퍼스트솔라 0주(4주 감소), 핌코물가연동채권ETF 0주(174주 감소), 하나34호스팩 10,488주(10,488주 증가), 한국제15호스팩 11,189주(11,189주 증가),한미약품 7주(7주 증가) 등","466,750","335,401",,"454,123",,"348,028",매매 및 평가액변동
202503,561,IUX1829H,1.국회의원,국회,국회의원,김남근,증권,배우자,회사채,동아에스티8CB 0주,940,0,,0,,940,매매 및 평가액변동
202503,562,IUX1829H,1.국회의원,국회,국회의원,김남근,증권,배우자,기타(채권),"T1.12508/15/40 0주, TO.2506/15/24 0주","27,931",0,,"24,053",,"3,878",매매 및 평가액변동
202503,563,IUX1829H,1.국회의원,국회,국회의원,김남근,증권,장녀,상장주식,"LG에너지솔루션 0주(1주 감소), 스튜디오드래곤 0주(5주감소), 하이브 0주(1주 감소)",750,0,,750,,0,매매 및 평가액변동
202503,564,IUX1829H,1.국회의원,국회,국회의원,김남근,채무,본인,금융채무,"신한은행 0(3,206 감소), 우리은행 0(390,000 감소)","393,206",0,,"393,206",,0,반환 전세금으로 상환
202503,565,IUX1829H,1.국회의원,국회,국회의원,김남근,채무,배우자,금융채무,신한은행 0(20 감소),20,0,,20,,0,상환
202503,566,NXB3178C,1.국회의원,국회,국회의원,김남희,건물,본인,아파트,서울특별시 종로구 무악동 인왕산아이파크 건물 114.93㎡중 57.47㎡,"675,000",0,,0,,"675,000",
202503,567,NXB3178C,1.국회의원,국회,국회의원,김남희,건물,본인,아파트(전세(임차)권),경기도 광명시 일직동 유-플래닛 광명역 데시앙 건물84.87㎡,"350,000",0,,0,,"350,000",
202503,568,NXB3178C,1.국회의원,국회,국회의원,김남희,건물,본인,상가(전세(임차)권),경기도 광명시 하안동 성보빌딩 건물 140.92㎡,"20,000",0,,0,,"20,000",
202503,569,NXB3178C,1.국회의원,국회,국회의원,김남희,건물,배우자,아파트,서울특별시 종로구 무악동 인왕산아이파크 건물 114.93㎡중 57.46㎡,"675,000",0,,0,,"675,000",
202503,570,NXB3178C,1.국회의원,국회,국회의원,김남희,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,본인,자동차,"2016년식 ES300h 배기량(2,487cc)","4,893",0,,0,,"4,893",
202503,571,NXB3178C,1.국회의원,국회,국회의원,김남희,부동산에 관한 규정이 준용되는 권리와 자동차·건설기계·선박 및 항공기,배우자,자동차,"2016년식 ES300h 배기량(2,487cc)","4,893",0,,0,,"4,893",
202503,572,NXB3178C,1.국회의원,국회,국회의원,김남희,예금,본인,,"(주)KEB하나은행 3, (주)카카오페이증권 107(99 증가),KB증권 3(3 증가), 농협은행 26,556(26,556 증가), 미래에셋증권 172,059(37,423 증가), 신한라이프생명보험 80,425(261 증가), 신한은행 6,809(600 증가), 씨티은행1, 유안타증권 23, 주식회사 카카오뱅크 204(158 증가), 케이디비생명보험 30,400(3,850 증가), 토스뱅크(주) 9(307 감소), 토스증권(주) 118(118 증가), 한국투자증권0(194 감소)","248,150","69,241",,674,,"316,717",급여저축 및 증권 매도
202503,573,NXB3178C,1.국회의원,국회,국회의원,김남희,예금,배우자,,"(주)KEB하나은행 2,921(2,921 증가), KB라이프생명보험 126,427(12,067 증가), 삼성생명보험 35,480(35,480증가), 삼성증권 4,017(515 감소), 신한은행 116,654(79,051 증가), 신한투자증권 102,152(82,548증가), 케이디비생명보험 26,000, 한국투자증권 1","202,100","212,067",,515,,"413,652",급여저축 및 증권 매도
202503,574,NXB3178C,1.국회의원,국회,국회의원,김남희,예금,장남,,"미래에셋증권 29,860(28,109 증가), 신한은행 2,451(256증가)","3,946","28,365",,0,,"32,311",급여저축 및 증권 매도
202503,575,NXB3178C,1.국회의원,국회,국회의원,김남희,예금,장녀,,"미래에셋증권 18,886(11,212 증가), 신한은행 740,토스뱅크(주) 2,831(1,441 증가)","9,804","12,653",,0,,"22,457",급여저축 및 증권 매도
202503,576,NXB3178C,1.국회의원,국회,국회의원,김남희,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"농협은행 60,769(60,769 증가), 신한은행 0(19,545 감소)","19,545","60,769",,"19,545",,"60,769",정치자금 계좌 변경 및 후원금 증가
202503,577,NXB3178C,1.국회의원,국회,국회의원,김남희,증권,본인,상장주식,"POSCO홀딩스 45주, 금호타이어 1주, 리얼티인컴 0주(50주 감소), 마이크로소프트 0주(8주 감소), 신일전자보통주 1주(1주 증가), 알파벳A 0.000789주(0.000789주 증가), 애플 0주(17주 감소), 엔비디아 0.313439주(0.313439주 증가), 테슬라 0.005792주(1.82901주 감소)","29,577",66,,"18,166",,"11,477",매도 및 평가액변동
202503,578,NXB3178C,1.국회의원,국회,국회의원,김남희,증권,본인,기타(채권),온라인전용_수시RP(USD) 0주,427,43,,0,,470,매도 및 평가액변동
202503,579,NXB3178C,1.국회의원,국회,국회의원,김남희,증권,배우자,상장주식,"NEXTFUNDSNIKKEI225HIGHDIVIDENDYIEL 0주(2,030주감소), SESAI 0주(18,000주 감소), 엔비디아 0주(12주 감소)","91,626",0,,"91,626",,0,매도 및 평가액변동
202503,580,NXB3178C,1.국회의원,국회,국회의원,김남희,증권,장남,상장주식,테슬라 0주(77주 감소),"18,788",0,,"18,788",,0,매도 및 평가액변동
202503,581,NXB3178C,1.국회의원,국회,국회의원,김남희,채무,본인,금융채무,"농협은행 0(10,000 감소)","10,000",0,,"10,000",,0,상환
202503,582,NXB3178C,1.국회의원,국회,국회의원,김남희,보석류,본인,,"다이아몬드반지 (1캐럿, 무색)","10,000",0,,0,,"10,000",
202503,583,NXB3178C,1.국회의원,국회,국회의원,김남희,보석류,본인,,"다이아몬드목걸이 (0.32캐럿x8개, 무색)","7,000",0,,0,,"7,000",
202503,584,NXB3178C,1.국회의원,국회,국회의원,김남희,가상자산,본인,,"디스체인 1.05개(1.05개 증가), 세이 1.92839264개, 아쿠아 2,357.1584107개(2,357.1584107개 증가),이더리움피오더블유 1.05개(1.05개 증가)",1,0,,0,,1,추가신고
202503,585,NXB3178C,1.국회의원,국회,국회의원,김남희,고지거부 및 등록제외사항,부,,고지거부,0,0,,0,,0,독립생계유지
202503,586,NXB3178C,1.국회의원,국회,국회의원,김남희,고지거부 및 등록제외사항,모,,고지거부,0,0,,0,,0,독립생계유지
202503,587,ANS8383S,1.국회의원,국회,국회의원,김대식,토지,본인,대지,전라남도 영광군 염산면 옥실리 570-1번지 214.10㎡,"1,477",0,,0,,"1,477",변동 없음
202503,588,ANS8383S,1.국회의원,국회,국회의원,김대식,토지,본인,대지,전라남도 영광군 염산면 옥실리 570-2번지 623.70㎡,"7,422",0,,0,,"7,422",변동 없음
202503,589,ANS8383S,1.국회의원,국회,국회의원,김대식,토지,본인,전,전라남도 영광군 염산면 옥실리 570-8번지 535.00㎡,"3,579",0,,0,,"3,579",변동 없음
202503,590,ANS8383S,1.국회의원,국회,국회의원,김대식,토지,본인,전,"전라남도 영광군 염산면 옥실리 585번지 1,431.50㎡","9,004",0,,0,,"9,004",변동 없음
202503,591,ANS8383S,1.국회의원,국회,국회의원,김대식,토지,본인,전,"전라남도 영광군 염산면 옥실리 589번지 1,355.60㎡","9,462",0,,0,,"9,462",변동 없음
202503,592,ANS8383S,1.국회의원,국회,국회의원,김대식,토지,본인,임야,"전라남도 영광군 염산면 옥실리 854-3번지 2,937.00㎡ 중979.00㎡","1,938",0,,0,,"1,938",변동 없음
202503,593,ANS8383S,1.국회의원,국회,국회의원,김대식,토지,본인,임야,전라남도 영광군 염산면 옥실리 854-4번지 132.00㎡ 중44.00㎡,82,0,,0,,82,변동 없음
202503,594,ANS8383S,1.국회의원,국회,국회의원,김대식,토지,배우자,대지,"부산광역시 사상구 덕포동 422-7번지 1,139.10㎡ 중6.08㎡","10,014",0,,0,,"10,014",변동 없음
202503,595,ANS8383S,1.국회의원,국회,국회의원,김대식,건물,본인,오피스텔,부산광역시 해운대구 우동 해운대아델리스 건물 298.93㎡,"1,294,964","1,196",,0,,"1,296,160",공시가격 변동으로 인한 가액 상승
202503,596,ANS8383S,1.국회의원,국회,국회의원,김대식,건물,본인,아파트(전세(임차)권),부산광역시 사상구 덕포동 사상중흥S-클래스그랜드센트럴건물 118.30㎡,"30,000",0,,0,,"30,000",변동 없음
202503,597,ANS8383S,1.국회의원,국회,국회의원,김대식,건물,배우자,오피스텔,서울특별시 영등포구 여의도동 여의도파라곤 건물146.79㎡,"457,691","19,229",,0,,"476,920",공시가격 변동으로 인한 가액 상승
202503,598,ANS8383S,1.국회의원,국회,국회의원,김대식,건물,장녀,다세대주택,서울특별시 광진구 자양동 까사리버자양 건물 39.05㎡,"550,000",0,,0,,"550,000",변동 없음
202503,599,ANS8383S,1.국회의원,국회,국회의원,김대식,건물,장녀,오피스텔,서울특별시 영등포구 여의도동 여의도파라곤 건물137.64㎡ 중 68.82㎡,"260,000",0,,0,,"260,000",변동 없음
202503,600,ANS8383S,1.국회의원,국회,국회의원,김대식,예금,본인,,"(주)KB손해보험 52,610(1,170 증가), (주)KEB하나은행 19,612(10,732 증가), (주)상상인증권 8, DB금융투자106,108(2,654 증가), KB라이프생명보험 45,149(7,023증가), SK증권 4, 교보생명보험 60,000, 국민은행 23,농협은행 118,625(54,674 증가),메리츠화재해상보험(보험) 1,640(218 증가),미래에셋증권 718(6 증가), 부국증권 106(1 증가),부산은행 5,255(2,176 증가), 삼성생명보험 2,328, 새마을금고중앙회 229(140 증가), 신용협동조합중앙회 131, 신한라이프생명보험 67,102(1,285 증가), 우리은행14,921(1,019 감소), 주식회사 카카오뱅크 10, 한국교직원공제회 177,175(13,825 감소), 흥국생명보험41,720(2,608 증가)","645,631","102,541",,"34,698",,"713,474",- 선거 자금 보전- 배우자 상속분* 상속절차진행중- 보험금 납부에 따른 가액 증가- 본인 및 직계비속의 근로 소득으로 인한 예금  증가- 배우자 및 직계비속의 금융자산 투자로 인한 예금 증가
202503,601,ANS8383S,1.국회의원,국회,국회의원,김대식,예금,배우자,,"(주)KB손해보험 13,138(511 증가), (주)KEB하나은행 59,교보생명보험 120,000, 농협은행 76, 미래에셋증권19(23,333 감소), 부산은행 264, 수협은행 1(8,367 감소), 신한라이프생명보험 105,119(2,236 증가), 우리은행 77,063(44,305 증가), 주식회사 카카오뱅크 3,960(3,959증가), 중소기업은행 26,859(3,362 증가)","323,885","54,373",,"31,700",,"346,558",- 선거 자금 보전- 배우자 상속분* 상속절차진행중- 보험금 납부에 따른 가액 증가- 본인 및 직계비속의 근로 소득으로 인한 예금  증가- 배우자 및 직계비속의 금융자산 투자로 인한 예금 증가
202503,602,ANS8383S,1.국회의원,국회,국회의원,김대식,예금,장남,,"(주)KEB하나은행 1, (주)카카오페이증권 0(4 감소), KB라이프생명보험 29,284(7,069 증가), 미래에셋증권 15(3,354 감소), 부산은행 2, 신한은행 32, 우리은행12,415(9,130 증가), 주식회사 카카오뱅크 10,한화생명보험주식회사 31,200(2,100 증가)","58,018","18,299",,"3,358",,"72,959",- 선거 자금 보전- 배우자 상속분* 상속절차진행중- 보험금 납부에 따른 가액 증가- 본인 및 직계비속의 근로 소득으로 인한 예금  증가- 배우자 및 직계비속의 금융자산 투자로 인한 예금 증가
202503,603,ANS8383S,1.국회의원,국회,국회의원,김대식,예금,장녀,,"(주)KB손해보험 14,706(931 증가), (주)KEB하나은행 9,524(55 증가), 국민은행 10, 미래에셋증권34,269(33,441 증가), 신한라이프생명보험 26,775(16증가), 신한은행 5, 우리은행 30,403(947 증가),유안타증권 0(20 감소), 주식회사 카카오뱅크 4,701(3,794감소), 한국투자증권 4","88,821","36,481",,"4,905",,"120,397",
202503,604,ANS8383S,1.국회의원,국회,국회의원,김대식,정치자금법에 따른 정치자금의 수입 및 지출을 위한 예금계좌의 예금,본인,,"부산은행 25,802(20,143 증가)","5,659","20,143",,0,,"25,802",후원금 증가분
202503,605,ANS8383S,1.국회의원,국회,국회의원,김대식,증권,본인,상장주식,"모두투어 500주, 한탑 2,000주","9,540",0,,"3,262",,"6,278",금융자산 투자 및 평가금액 변동
202503,606,ANS8383S,1.국회의원,국회,국회의원,김대식,증권,본인,비상장주식,"세신 1,022주(1,022주 증가)",0,511,,0,,511,금융자산 투자 및 평가금액 변동
202503,607,ANS8383S,1.국회의원,국회,국회의원,김대식,증권,배우자,상장주식,"도화엔지니어링 5,294주(5,294주 증가), 신라젠 699주(175주 증가), 포스코인터내셔널 0주(202주 감소),포스코퓨처엠 31주","18,625","34,622",,"12,466",,"40,781",금융자산 투자 및 평가금액 변동
202503,608,ANS8383S,1.국회의원,국회,국회의원,김대식,증권,장남,상장주식,"SIMPAC 890주, 넥슨게임즈 0주(2,100주 감소), 대우건설 4,610주, 동양피스톤 2,500주, 모두투어 1,000주, 틸론0주(7,977주 감소), 포스코인터내셔널 385주(309주 증가), 한국전력 1,000주, 한탑 3,508주","127,071","12,974",,"63,171",,"76,874",금융자산 투자 및 평가금액 변동
202503,609,ANS8383S,1.국회의원,국회,국회의원,김대식,증권,장남,기타(채권),환매체 0주,0,"30,937",,0,,"30,937",금융자산 투자 및 평가금액 변동
202503,610,ANS8383S,1.국회의원,국회,국회의원,김대식,증권,장녀,상장주식,"AT&T 37주, HD한국조선해양 60주, STX중공업 150주, 텔콘RF제약 15주(15주 증가), 텔콘알에프제약 0주(150주 감소), 틸론 128주, 펫메드익스프레스 5주, 한국쉘석유보통주 0주(30주 감소), 한화오션 159주(100주증가)","22,282","12,171",,"9,480",,"24,973",금융자산 투자 및 평가금액 변동
202503,611,ANS8383S,1.국회의원,국회,국회의원,김대식,증권,장녀,비상장주식,(주)한진해운 120주(120주 증가),0,600,,0,,600,금융자산 투자 및 평가금액 변동
202503,612,ANS8383S,1.국회의원,국회,국회의원,김대식,증권,장녀,기타(채권),"BNTNF 10 01/01/27 NTNF 0주(62,000주 감소)","16,531",0,,"16,531",,0,금융자산 투자 및 평가금액 변동
202503,613,ANS8383S,1.국회의원,국회,국회의원,김대식,채무,본인,,사인간채무,"200,000",0,,0,,"200,000",변동 없음
202503,614,ANS8383S,1.국회의원,국회,국회의원,김대식,채무,본인,금융채무,"산은캐피탈 0(28,654 감소)","28,654",0,,"28,654",,0,채무 상환 || 자금출처:급여
202503,615,ANS8383S,1.국회의원,국회,국회의원,김대식,채무,장녀,금융채무,"(주)KEB하나은행 77,000(3,500 감소)","80,500",0,,"3,500",,"77,000",일부 상환 || 자금출처:급여
202503,616,ANS8383S,1.국회의원,국회,국회의원,김대식,채무,장녀,건물임대채무,서울특별시 광진구 자양동 까사리버자양 임대보증금,"275,000",0,,0,,"275,000",변동 없음
202503,617,ANS8383S,1.국회의원,국회,국회의원,김대식,채무,장녀,건물임대채무,서울특별시 영등포구 여의도동 여의도파라곤 임대보증금,"30,000",0,,0,,"30,000",변동 없음
202503,618,ANS8383S,1.국회의원,국회,국회의원,김대식,회원권,본인,콘도미니엄,켄싱턴리조트,"7,575",0,,0,,"7,575",변동 없음
202503,619,ANS8383S,1.국회의원,국회,국회의원,김대식,가상자산,배우자,,"메디블록 8,531개(8,531개 증가), 비트토렌트 210,454,189개(210,454,189개 증가), 에이피이앤에프티3,188,667개(3,188,667개 증가)",0,438,,0,,438,일일평균거래금액 변동
202503,620,ANS8383S,1.국회의원,국회,국회의원,김대식,가상자산,장남,,"비트토렌트 2,355,293,579.23287개, 에이피이앤에프티27,359,197.02929864개","3,768",0,,236,,"3,532",일일평균거래금액 변동
202503,621,ANS8383S,1.국회의원,국회,국회의원,김대식,가상자산,장녀,,"루나클래식 0.00000042개, 리플 0.00000034개,에이피이앤에프티 327,107.55285779개",0,0,,0,,0,일일평균거래금액 변동
202503,622,LH97552Q,1.국회의원,국회,국회의원,김도읍,토지,본인,전,경상남도 김해시 신문동 918번지 66.00㎡,"4,072",27,,0,,"4,099",가액변동
202503,623,LH97552Q,1.국회의원,국회,국회의원,김도읍,토지,본인,묘지,경상남도 김해시 신문동 918-2번지 99.00㎡,"10,940",59,,0,,"10,999",가액변동
202503,624,LH97552Q,1.국회의원,국회,국회의원,김도읍,토지,본인,대지,부산광역시 강서구 강동동 159-4번지 331.00㎡ 중 82.75㎡,"74,210","1,705",,0,,"75,915",가액변동
202503,625,LH97552Q,1.국회의원,국회,국회의원,김도읍,건물,본인,아파트,서울특별시 송파구 신천동 잠실푸르지오월드마크아파트건물 124.98㎡ 중 62.49㎡,"695,000","30,000",,0,,"725,000",가액변동
202503,626,LH97552Q,1.국회의원,국회,국회의원,김도읍,건물,본인,아파트,부산광역시 북구 화명동 대림쌍용강변타운 건물 84.92㎡,"276,000","13,000",,0,,"289,000",가액변동
